neutral,@VirginAmerica first time flying you all. do you have a different rate/policy for media Bags? Thanks
negative,@VirginAmerica what is going on with customer service? Is there anyway to speak to a human asap? Thank you.
neutral,@VirginAmerica what happened to Doom?!
negative,@VirginAmerica why can't you supp the biz traveler like @SouthwestAir  and have customer service like @JetBlue #neverflyvirginforbusiness
negative,@VirginAmerica you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and Late Flight :(
negative,@VirginAmerica I have no interesting flying with you after this. I will Cancelled Flight my next four flights I planned.#neverflyvirginforbusiness
negative,@VirginAmerica it was a disappointing experience which will be shared with every business traveler I meet. #neverflyvirgin
negative,@VirginAmerica I’m having trouble adding this flight my wife booked to my Elevate account. Help? http://t.co/pX8hQOKS3R
neutral,@VirginAmerica Can't bring up my reservation online using Flight Booking Problems code
neutral,@VirginAmerica Random Q: what's the distribution of elevate avatars? I bet that kitty has a disproportionate share http://t.co/APtZpuROp4
neutral,@VirginAmerica I &lt;3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?
negative,@VirginAmerica Why is the site down?  When will it be back up?
neutral,"@VirginAmerica ""You down with RNP?"" ""Yeah you know me!"""
neutral,"@VirginAmerica hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?"
negative,@VirginAmerica I like the TV and interesting video . Just disappointed in Cancelled Flightled flight when other flights went out to jfk on Saturday .
negative,"@VirginAmerica just landed in LAX, an hour after I should of been here. Your no Late Flight bag check is not business travel friendly #nomorevirgin"
neutral,@VirginAmerica why is flight 345 redirected?
negative,"@VirginAmerica Is it me, or is your website down?  BTW, your new website isn't a great user experience.  Time for another redesign."
negative,@VirginAmerica - Let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin? #uncomfortable
negative,@virginamerica What is your phone number. I can't find who to call about a flight reservation.
neutral,@VirginAmerica trying to add my boy Prince to my ressie. SF this Thursday @VirginAmerica from LAX http://t.co/GsB2J3c4gM
negative,@VirginAmerica why must a traveler miss a flight to Late Flight check a bag?  I missed my morning appointments and you lost my business. #sfo2lax
neutral,@VirginAmerica check out new music http://t.co/maRcnOCWzn
negative,@VirginAmerica your no Late Flight bag check just lost you my business. I missed flight and AM apt. Three other people on flight had same exp.
positive,"@VirginAmerica - amazing customer  service, again! 💕💕 RaeAnn in SF - she's the best! #customerservice #virginamerica #flying"
negative,@VirginAmerica called your service line and was hung up on. This is awesome. #sarcasm
negative,@VirginAmerica your site is tripping. I'm trying to check in and I'm getting the plain text version. I am reluctant to enter any card info.
neutral,@VirginAmerica I was scheduled for SFO 2 DAL flight 714 today. Changed to 24th due weather. Looks like flight still on?
positive,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare"
neutral,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/RPdBpX3wNd #CheapFlights #FareCompare"
neutral,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/QDlJHslOI5 #CheapFlights #FareCompare"
positive,@VirginAmerica Have a great week 🌞✈
positive,@VirginAmerica come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback http://t.co/gLXFwP6nQH
negative,"@VirginAmerica should I be concerned that I am about to fly on a plane that needs to be delayed due to a ""tech stop""?"
positive,@VirginAmerica and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!
positive,@VirginAmerica your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.
positive,"@VirginAmerica Love the team running Gate E9 at LAS tonight. Waited for a delayed flight, and they kept things entertaining"
negative,@VirginAmerica Use another browser! 2015 &amp; a brand with a reputation built on tech response doesn't have a cross-browser compatible website?
negative,"@VirginAmerica And now the flight Flight Booking Problems site is totally down. Folks, what is the problem?"
negative,@VirginAmerica I like the customer service but a 40 min delay just for connecting passengers seems too long. VA370
positive,@VirginAmerica thanks to your outstanding NYC-JFK crew who moved mountains to get me home to San Francisco tonight!
positive,@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!
negative,@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!
positive,@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue
neutral,@VirginAmerica How can I watch the #Oscars2015 on my JFK-&gt;SFO flight?
neutral,@VirginAmerica is flight 882 Cancelled Flightled and what do I do if it is?
negative,@VirginAmerica you are failing your customers because your check in process does not link to TSA pre-check.
negative,@VirginAmerica @FiDiFamilies us too! Terrible airline! Just gave us a hotel hotline number and said sorry
neutral,@VirginAmerica has flight number 276 from SFO to Cabo San Lucas arrived yet?
negative,@VirginAmerica I need to register a service dog for a first class ticket from SFO &gt; Dulles. The phone queue is an hour or longer. Pls advise
positive,@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015
neutral,"@VirginAmerica, @reallytallchris dropped a track on you... https://t.co/zv2pt6TRK9"
positive,@VirginAmerica always!!! Xoxo
negative,@VirginAmerica why can't we book seats on your flights when we buy them or even during check in? Creates so much anxiety! #frustrated
negative,@VirginAmerica You'd think paying an extra $100 bucks RT for luggage might afford you hiring an extra hand at @sfo #lame
positive,@VirginAmerica best customer service rep in the world! #irmafromDallas takes the cake!!!
neutral,@VirginAmerica Can you find us a flt out of LAX that is sooner than midnight on Monday? That would be great customer service 😃
negative,"@VirginAmerica I paid the premium to fly you across the country, you Cancelled Flight my flight and offer no check fee or upgrade love? Sad face :("
negative,@VirginAmerica question: is it not possible to book a seat for an infant under 2? It's not giving me the option but we want a seat for him.
positive,Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome.
positive,@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf
negative,.@VirginAmerica I don't understand why you need a DM to give me an answer on if you have a damaged luggage policy.
neutral,@VirginAmerica is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?
neutral,@VirginAmerica is your website ever coming back online?
neutral,@VirginAmerica Is flight 0769 out of LGA to DFW on time?
neutral,@VirginAmerica my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?
negative,@VirginAmerica having problems Flight Booking Problems on the web site. keeps giving me an error and to contact by phone.  phone is 30 minute wait.
negative,@VirginAmerica How do I reschedule my Cancelled Flightled flights online? The change button is greyed out!
negative,"@VirginAmerica I rang, but there is a wait for 35 minutes!! I can book the same ticket through a vendor, fix your site"
negative,"@VirginAmerica got a flight (we were told) for 4:50 today..,checked my email and its for 4;50 TOMORROW. This is unacceptable."
negative,"@VirginAmerica our flight into lga was Cancelled Flighted. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2)"
negative,@virginamerica why don't any of the pairings include red wine?! Only white is offered :( #redwineisbetter
negative,@VirginAmerica is the website down?
negative,@VirginAmerica I'm disappointed that the agent at the designated silver status check in line @Dulles_Airport closed to assist all pasengers
neutral,@VirginAmerica Plans to Include Austin to its Dallas Route - TopNews Arab #Emirates http://t.co/aqZWecOkk2
negative,@VirginAmerica Is it normal to receive no reply from Central Baggage #baggageissues #smh
negative,@VirginAmerica at Logan airport and waiting to checkin for my 9am flight. Checkin desk not open !!!!! Why?!
neutral,@VirginAmerica to jump into the Dallas-Austin market - @Dallas_News http://t.co/EwwGi97gdx
neutral,"@VirginAmerica Beats EPS Views, Takes On #SouthwestAir VA LUV - Investor's Business Daily http://t.co/FLwmGDAHxu"
neutral,@VirginAmerica Lister to my show my on Monday 1230 130
neutral,@VirginAmerica to begin Dallas-Austin #flights in April - 88.9 KETR http://t.co/SSUVWwkyHH
negative,"@VirginAmerica congrats, you just got all my business from EWR to SFO/LAX. Fuck you @united fl1289 SFO/EWR was the clincher..."
negative,@VirginAmerica  I applied over 2 weeks ago. Haven't heard back and I'm flying this week #disappointed
neutral,@VirginAmerica I'd love to know what your policy is for damaged luggage.
positive,@VirginAmerica Thank you for the follow
negative,@VirginAmerica too bad you say it takes 10 to 14 days via YOUR confirmation email. When I inquired after 3 weeks you claim 6 to 8 weeks!
positive,😎 RT @VirginAmerica: You’ve met your match. Got status on another airline? Upgrade (+restr): http://t.co/RHKaMx9VF5. http://t.co/PYalebgkJt
neutral,@VirginAmerica If only you guys had flights from CMH.
negative,"@VirginAmerica a lot of ""apologies"" being thrown out to customers from what I can see.Very sad. Thanks for nothing. Worst airline ever."
negative,@VirginAmerica  for all my flight stuff wrong and did nothing about it. Had #worst #flight ever
neutral,@VirginAmerica Having an issue finding a missing item on a plane. Can you help me find which airport my plane headed to next?
positive,@VirginAmerica you will match my #AmericanAirlines status? Cool!
neutral,“@VirginAmerica:You've met your match.Got status on another airline? Upgrade : http://t.co/H952rDKTqy” @asarco_ES_ar ? 🙉
negative,@VirginAmerica trying to book a flight with you guys and your website won't let me... about to lose my business
positive,@VirginAmerica thanks!
negative,@VirginAmerica Just DM'd. Same issue persisting.
negative,@VirginAmerica Because we never rec'd Cancelled Flightlation notice we were left w no options to fly out of PS. Driving to LA for a red eye Mon w kids
negative,@VirginAmerica You have any flights flying into Boston tomorrow? I need to be home and you Cancelled Flightled my flight and didn't do anything
negative,@VirginAmerica you stink. Flight Cancelled Flighted from PSP to JFK and no notification or ability to rebook #disappointed.  #expected better
positive,@VirginAmerica I love your guy's song! We're dancing to it for our high school dance revue
negative,@VirginAmerica Your website is down and I'm trying to check in!
positive,"@VirginAmerica done! Thank you for the quick response, apparently faster than sitting on hold ;)"
neutral,@VirginAmerica nervous about my flight from DC to LAX getting Cancelled Flightled tomorrow! Just sent you a DM to help me!
positive,@VirginAmerica cool picture of another VirginAmerica plane off our wing. What a site! http://t.co/5B2agFd8c4
positive,@VirginAmerica Keep up the great work :)
positive,@VirginAmerica my goodness your people @love field are amazing under pressure ❤️from Texas #beatstheothers in crisis Please fly me to NY
positive,@VirginAmerica Thanks for a great flight from LA to Boston! Pilots did a great job landing in the snow. Can we go back to LA now? #seriously
neutral,@VirginAmerica can you please get me to the new york area before monday afternoon
positive,"@VirginAmerica Thanks so much for the awesome support, you guys rock!"
negative,@VirginAmerica seats in Row 8 don't recline should mention that on your website #soreback
negative,@VirginAmerica flight 404 delayed 2 hours in LA due to mechanical problems. Handle like pros but you could have tossed us a free drink.
negative,@VirginAmerica why Cancelled Flight flights today? No precipitation to be scared of!  ❄️❄️❄️
positive,@VirginAmerica twitter team. you guys killed it for rescheduling me asap. thank you!
negative,@VirginAmerica You guys charged me $100 to reschedule a flight that was then Cancelled Flighted and are now refusing to refund it. What's the deal?
negative,@VirginAmerica can’t access your website from Safari on iPhone 6. Seems to work on Mac and iPad. Need iPhone to add Passbook.
neutral,"@VirginAmerica on iPad and iPhone, clicking the CHECKIN link in the email I received at 24hrs before flight"
negative,"@VirginAmerica your mobile site is broken, shows 
""{{header.elevateUser.numOfPointsAvailable || '0' | number}} Points"", won't let me checkin"
negative,@VirginAmerica I was really looking forward to my flight. can you let me know when it will be rescheduled? #diehardvirgin
negative,"@VirginAmerica why Cancelled Flight flight VX413? One sec its delayed, on my to airport, the next its Cancelled Flightled?Gonna email or call me to reschedule?"
negative,@VirginAmerica I did it but there was a problem in the link from the email for check-in. thanks
negative,@VirginAmerica I was so looking forward to my first flight with you today but it was Cancelled Flightled along with the subsequent one ...
positive,@VirginAmerica wish I can afford to fly with you next Friday  going back home.. love everything  about your airline
negative,@VirginAmerica  how are you gonna have a deal from Dallas to DC but no deal from DC to Dallas? #sad
negative,@VirginAmerica hold times at call center are a bit much
positive,@VirginAmerica Like http://t.co/VPqEm31XUQ
negative,@VirginAmerica Site down? #help
positive,@VirginAmerica You have the best flight attendant ever!!! http://t.co/PxdEL1nq3l
positive,"Awesome! RT @VirginAmerica: Watch nominated films at 35,000 feet. #MeetTheFleet #Oscars http://t.co/DnStITRzWy"
positive,"@VirginAmerica, the only airline based in Silicon Valley! #disruption #FCmostinnovative #incubator  @FastCompany's http://t.co/wU3LbCNcr9"
positive,@VirginAmerica I’m looking forward to watching the Oscars on my flight home tomorrow. I might even get something bubbly to drink! ;)
positive,@VirginAmerica hahaha 😂@VirginAmerica YOU GUYS ARE AMAZING. I LOVE YOU GUYS!!!💗
positive,@VirginAmerica sounds like fun !
neutral,@VirginAmerica any updates on flight 413 from Jfk &gt; Lax
neutral,@virginamerica spruce moose!
negative,"@VirginAmerica the CSS on your site is a 404 right now, please fix. Site unusable."
negative,"@VirginAmerica We're on flight 910 Vegas to Boston today, checked in online but our bag count didn't register. Can I fix that somehow?"
negative,"@VirginAmerica Hi, I'm trying to do check-in but the website is not working. I tried 3 different browsers and the problem continues"
positive,@VirginAmerica Thanks for your great customer service today &amp; for helping me get all my travel sorted out!
negative,@VirginAmerica current bug on website shows ‘select departure city’ when selecting destination city http://t.co/SLLYIBE2vQ
negative,@VirginAmerica luggage was severely dented/missing wheel coming off baggage claim in SAN. Luggage agent Miranda (I think) wasn't any help.
positive,"@VirginAmerica thank you for the easy itinerary shift for impending weather. Quick, painless &amp; free."
neutral,"@VirginAmerica beats expectations, shares take off - Santa Cruz Sentinel http://t.co/qm9dQbai6G"
neutral,@VirginAmerica any plans to start flying direct from DAL to LAS?
neutral,@VirginAmerica BIG Love/gratitude.mpower w/ http://t.co/1AGR9knCpf weRin #OSCARS2105 VIPswagbags@ #AvalonHollywood http://t.co/ybMbGs0dHn
positive,"@VirginAmerica, you're doing a great job adding little luxuries/aesthetics that improve the air travel experience. Thank you. Keep it up!"
negative,@VirginAmerica requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver member😒
neutral,@VirginAmerica This is what you missed @NewsVP. Next trip to the 407.
negative,@VirginAmerica #wtf I paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!
negative,@VirginAmerica there is something wrong with you website in Safari iPhone
positive,@VirginAmerica thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too #sweet
negative,@VirginAmerica Already checked in so the page expired :X
neutral,@VirginAmerica shares rise on Q4 financial results - USA TODAY http://t.co/lFS4PEFE6y
neutral,@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/rGYwJBbhm4
positive,@VirginAmerica I see what you did there ;)
neutral,@VirginAmerica way to take advantage of #MayweatherPacquiao :)
neutral,@VirginAmerica you know I'm flying virgin for the fight #MayweatherPacquiao
positive,@VirginAmerica your inflight team makes the experience #amazing!
positive,@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J
neutral,@VirginAmerica shares up on 4Q results - @iol http://t.co/XZ6qeG3nef
positive,@VirginAmerica fav airline
positive,@VirginAmerica we have a hot female pilot! Sweet! DCA to SFO! :-)
neutral,👍👍✈️✈️💗 When are you guys going to start flying to Paris? @VirginAmerica: @LizaUtter You're welcome.”
neutral,@VirginAmerica what is your policy on flying after surgery?  I am still waiting for answer so I can tell me doctor.
negative,@VirginAmerica already contacted Central Baggage &amp; sent DM. @RenttheRunway is charging me for the dress that was in the lost suitcase #help
negative,@VirginAmerica Is there anything going on with the website? I've been getting a lot of errors past 30 minutes.
neutral,@VirginAmerica I think i left something on the plane yesterday. who do i call...ah!
neutral,@VirginAmerica Need to start flying to @KCIAirport .  😊😀😃😄
negative,@VirginAmerica soooo are you guys going to leave the seatbelt light on all flight? You can barely call this turbulence :-)
neutral,@VirginAmerica what is your policy on flying after surgery?
neutral,@VirginAmerica posts second consecutive full-year net profit - @ATWOnline http://t.co/tvB5zbzVhg
positive,@VirginAmerica would love to do more for virgin just like I do for @GoPro
neutral,@VirginAmerica Results Handily Exceed Forecasts - @NYTimes http://t.co/gonmRwEM6I
neutral,"@VirginAmerica I applied for a position in @flyLAXairport ,and I was wondering if you guys received my application."
neutral,@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq
neutral,"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ"
negative,@VirginAmerica I'm trying to check into my 10:50AM CT flight tmm on the desktop website and it's not working (some sort of caching bug) SOS
neutral,@VirginAmerica weather delays &gt; next few weeks ;) #JFK #BOS #DCA
neutral,@VirginAmerica @madbee95 check the website before you go to the airport!
negative,@VirginAmerica Do you guys know your check-in links from emails are broken? http://t.co/2npXB6oBMr
neutral,@VirginAmerica pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp; w/the windchill -8
positive,@VirginAmerica loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry
negative,"@VirginAmerica lost my luggage 4 days ago on flight VX 112 from LAX to IAD &amp; I'm calling every day, no response.Please give me back my stuff"
negative,@VirginAmerica The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.
positive,@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!
positive,"@VirginAmerica I mean. Probably inappropriate while on board.. But, it's on!"
positive,@VirginAmerica happy to spend the day together. Let's do this!
neutral,@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9
neutral,@VirginAmerica missed my flight. How does standby work?
positive,.@VirginAmerica They were very understanding and helped me out.  Thx! #Comps
neutral,@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS
positive,@VirginAmerica thank you! I absolutely will 😎
negative,@virginamerica Looks like a broken link for your assets https://t.co/OArDjjGrrD
neutral,@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' 😘
negative,"@VirginAmerica can't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW"
neutral,@VirginAmerica can u help this 👸 @FreyaBevan_Fund needs urgent treatment in🇺🇸2y old battling cancer could u help with flights 💗#freyasfund
neutral,@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel
negative,@virginAmerica Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW
negative,@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?
neutral,@VirginAmerica add DTW and I'm sold!
positive,@VirginAmerica How about some free drinks on the flight back for the free promo?
positive,@VirginAmerica @SSal thanks!
neutral,@VirginAmerica momma I made it! 😁😁😁
neutral,@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!
neutral,@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair
negative,"@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage."
neutral,@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks
positive,@VirginAmerica Thanks!
positive,@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel
positive,@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef
negative,@VirginAmerica I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this?
neutral,"@VirginAmerica Many Thanks for the Follow.
#ourprincess #freyasfund #USA #Bandie 
Looking for Any Help😍
💗🇬🇧💗🇺🇸💗
🎀🌏🎀 http://t.co/UJfS9Zi6kd"
neutral,"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd"
negative,@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly 😥
neutral,@VirginAmerica is my new go to airline
positive,"@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks."
positive,@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.
negative,@VirginAmerica trying to check-in...but looks like your site is down?
negative,"@VirginAmerica spending my birthday night with you, DAL-DCA. Get me home!"
negative,@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.
positive,"@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!"
negative,"@VirginAmerica seriously, though. will there not be direct flights from SFO-FLL in may???"
negative,"@virginamerica not really the experience I was hoping 4, I ws forced 2 check in a small carry on, w/ nothing but empty cabin space on board"
negative,"@VirginAmerica
wjere is our luggage #so slow at lax"
neutral,@VirginAmerica to jump into the #Dallas #Austin market http://t.co/SzR0pioA21
negative,"@VirginAmerica I spoke with a representative that offered no solution, I am a loyal customer who flies on @VirginAtlantic as well"
negative,"@VirginAmerica what happened to direct flights from SFO-FLL? Looking in May, only see connecting #help #dontdothistome"
neutral,@VirginAmerica partners with @Visa Checkout as mobile payment method to help boost mobile conversion rates #etailwest #payments #visa
positive,"@VirginAmerica just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf"
positive,"@VirginAmerica love you guys, but pls get some direct routes LAS to AUS!"
neutral,@VirginAmerica i would like help with some flights please.
neutral,Bruh “@VirginAmerica: @giannilee Turn down for what. #VXSafetyDance”
positive,@VirginAmerica of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!
positive,@VirginAmerica ok! first time flying with you tonight :)
neutral,@virginamerica Digging the swanky pink mood lighting during the flight from NYC to SFO.  Just needs a cabaret singer.  Think about it!
neutral,"@VirginAmerica Done, but I need the receipt ASAP. Could you please help? #150219-000114"
negative,"@VirginAmerica I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn"
positive,@VirginAmerica got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. 😉
negative,@VirginAmerica your Avis rental continue button doesn't work on your website to book car. Tried 4 times on phone.  This sucks!
negative,@VirginAmerica delayed to10.30!!
neutral,"@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race 
http://t.co/SfjDuahx9Z by @skift"
positive,“@VirginAmerica: @KarinSLee Of course. Have fun celebrating!” Thanks! Happy Chinese New Year!
positive,@VirginAmerica  Flight Booking Problems last second flight for next week from SFO- to SAN any chance you want to gift me a promo code since I love you guys
negative,@VirginAmerica Comenity Bank is a joke!  Please change.  Nothing but constant problems with this bank
neutral,"@VirginAmerica I just did, how can I DM? Do u have to also add me?"
